Date,Year,Type,Country,State,Location,Activity,Sex,Age,Fatal Y/N,Time,Source,Fatal,Activity_Categorized
24-May 2023,2023,Unprovoked,Turks And Caicos Islands,Providenciales Island,Grace Bay Beach,snorkeling,F,22,N,15h00,"J. Marchand, GSAF",0,snorkeling
24 May 2023,2023,Questionable,Bahamas,Lucayan Lucayan Archipelago,Athol Island,jumped overboard,M,18,Y,Night,"J. Marchand, GSAF, B. Hendricks & A. Zafares, Lifeguard Systems",1,boarding
2023-05-20 00:00:00,2023,Provoked,United States,Utah,Sea Quest Aquarium Layton Davis County,shark feeding,F,26,N,1500h ,Lisa Lamb,0,Other
21-May 2023,2023,Unprovoked,United States,New Jersey,"Stone Harbor, Cape May County",surfing,F,15,N,15h00,"J. Marchand, GSAF",0,surfing
19 -May 2023,2023,Provoked,United States,Florida,"Flagship Drive, Summerland Key, Monroe County",fishing,M,35,N,20h00,"AP, 5/19/2023",0,fishing
18-May-2023,2023,Unprovoked,United States,Florida,"Marathon, Monroe County",spearfishing,M,20,N,15h00,"J. Marchand, GSAF",0,fishing
14-May-2023,2023,Unprovoked,United States,South Carolina,"Isle Of Palms, Charleston County",swimming,F,24,N,17h00,"The Island Eye, 5/15/2023",0,swimming
13-May-2023,2023,Unprovoked,Australia,South Australia,Elliston,surfing,M,46,Y,10h10,"B. Myatt & S. De Marchi, GSAF",1,surfing
11-May-2023,2023,Unprovoked,United States,Florida,"Fort Pierce, St. Lucie County",sitting,F,13,N,Afternoon,".A. Curriie, GSAF",0,Other
11-May-2023,2023,Provoked,United States,Hawaii,"Kualoa, Oahu",kayak fishing,M,28,N,,"J.Marcharnd, GSAF",0,fishing
09 May-2023,2023, Provoked,Cuba,Mayabeque,Puerto Escondido,spearfishing,M,28,Y,,"Ciber Cuba, 5/10/.2023",1,fishing
05-May-2023,2023,Unprovoked,United States,Florida,"Davis Reef, Islamorada, Monroe County",spearfishing,M,22,N,11h30,"News19, 5/5/2023",0,fishing
03-May-2023,2023,Unprovoked,South Africa,Easten Cape Province,"Supertubes, Jeffreys Bay",surfing,M,28,N,19h15,"News 24, 5/3/2023",0,surfing
01-May-2023,2023,Unprovoked,South Africa,Easten Cape Province,Mngcibe Beach,diving for crayfish,M,39,N,,"News 24, 5/2/2023",0,fishing
29-Apr-2023,2023,Unprovoked,Australia,Western Australia,"Yallingup, Busselton",swimming,M,28,N,11h20,"The West Austalian, 4/30/2023",0,swimming
29-Apr-2023,2023,Unprovoked,Australia,Western Australia,"Kurrajong Campground, Exnouth",snorkeling,M,11,N,15h00,"9 News, 4/29/20234%",0,snorkeling
23-Apr-2023,2023,Unprovoked,United States,Florida,"Anna Maria Island, Manatee County",spearfishing,M,28,N,,"A. Currie, GSAF",0,fishing
22-Apr-2023,2023,Unprovoked,Australia,Western Australia,Lucy'S Beach,surfing,M,30,N,07h15,"The West Australian, 4/22/2023",0,surfing
11-Apr-2023,2023,Unprovoked,United States,Florida,"Virginia Key, Monroe County",windsurfing,F,28,N,15h00,"NBC-6,4/11/2023",0,surfing
09-Apr-2023,2023,Watercraft,United States,Florida,Off Boca Raton. Palm Beach County,kayak fishing,M,28,N,07h00,"A/ Currie, GSAF",0,fishing
09-Apr-2023,2023,Unprovoked,United States,Hawaii,"Kewalos, Oahu",surfing,M,58,N,07h00,"Khon2, 4/9/2023",0,surfing
25-Mar-2023,2023,Unprovoked,United States,Florida,"Blue Fish Channel, Key West, Monroe County",kite-surfing,M,67,N,14h00,"Yahoo News, 3/28/2023",0,surfing
25-Mar-2023,2023,Provoked,Cuba,Artemisa,Playa Majana,fishing,M,17,N,,"EFE, 03/29/2023",0,fishing
22-Mar-2023,2023,Unprovoked,Australia,Western Australia,Delta Island,wading,M,28,N,18h00,"A. Currie, GSAF",0,Other
19-Mar-2023,2023,Unprovoked,United States,Hawaii,Anaehoomalu Bay,swimming,M,60,N,12h30,"Khon2, 3/19/2023",0,swimming
17-Mar-2023,2023,Questionable,Mexico,Quintana Roo,Cancún,swimming,M,10,N,,"Denver7, 3/29/2023",0,swimming
16-Mar-2023,2023,Unprovoked,Australia,Western Australia,Cheynes Beach,surf-sking,F,28,N,08h00,"B. Myatt, GSAF",0,surfing
06-Mar-2023,2023,Unprovoked,Brazil,Pernambuco,Piedade Beach,swimming,F,15,N,14h20,"JC, 3/6/2023",0,swimming
05-Mar-2023,2023,Unprovoked,Brazil,Pernambuco,Piedade Beach,swimming,M,14,N,,"JC, 3/6/2023",0,swimming
21-Feb-2023,2023,Unprovoked,Brazil,Pernambuco,Praia De Milagres,surfing,M,32,N,16h30,"Globo, 2/21/2023",0,surfing
19-Feb-2023,2023,Unprovoked,New Caledonia,South Province,"Château-Royal Beach , Noumea",swimming,M,59,Y,16h00,"B, Myatt, GSAF",1,swimming
19-Feb-2023,2023,Unprovoked,United States,Florida,"Jupiter Island, Martin County",surfing,M,60,N,17h30,"CBS, 2/22/2023",0,surfing
17-Feb-2023,2023,Questionable,Fiji,Taveuni Island,Ura Estate,spearfishing,M,41,N,07h20,"Fiji Sun, 2/25/2023",0,fishing
04-Feb-2023,2023,Unprovoked,Australia,Western Australia,Freemantle,swimming,F,16,Y,15h30,"B. Myatt, GSAF",1,swimming
30-Jan-2023,2023,Unprovoked,Australia,Queensland,Lady Musgrave Island,fishing,M,8,N,,"9News, 1/31/2023",0,fishing
29 Jan--2023,2023,Unprovoked,New Caledonia,South Province,"Chateau Royal Beach, Noumea",swimming,M,49,N,10h30,"Les Nouvelles Caledoinnie, 1/30/2023",0,swimming
08-Jan--2023,2023,Unprovoked,United States,Florida,"Outer Mole, Fort Zachrry Tatlor Historic Park, Key West, Monroe County",swimming,M,34,N,14h00,"Miami Herald, 1/14/2023",0,swimming
05-Jan-2023,2023,Unprovoked,Mexico,Gulf Of California,Tobari Bay,diving with  surface-supplied air,M,53,Y,11h30,"El imparcial., 1/5/2023",1,surfing
01-Jan-2023,2023,Provoked,United States,Florida,70 Miles Off Pensacola,spearishing,M,30,N,14h50,"A. Currie, GSAF",0,fishing
Jan-2023,2023,Provoked,Maldives,Vaavu Atoll,nan,snorkeling at shark feeding site,F,30,N,,"M. Michaelson, GSAF",0,snorkeling
30-Dec-2022,2022,Provoked,South Africa,Knz,Protea Banks,diving/shark feeding,M,26,N,09h00,"A Currie, GSAF",0,Other
13-Dec-2022,2022,Unprovoked,United States,Hawaii,Anaeho'Imalu Bay,swimming,M,68,N,08h00,"A. Currie, GSAF",0,swimming
11 Dec-2022,2022,Unprovoked,Australia,New South Ales,Killick Creek Near Crescent Head,swimming,M,15,N,-16h30,"A. Currie, GSAF",0,swimming
09-Dec-2022,2022,Unprovoked,United States,Samoa,Pago Pago Harbor,diving,M,43,N,12h00,"A. Currie, GSAF",0,Other
08-Dec-2022,2022,Unprovoked,United States,Hawaii,"Keawakapu Point, Kehei, Maui",snorkeling,F,60,Y,12h00,"A.Currie, GSAF",1,snorkeling
07-Dec-2022,2022,Unprovoked,United States,Texas,nan,surfing,M,28,N,,"A.Currie, GSAF",0,surfing
27-Nov-2022,2022,Unprovoked,United States,Florida,Hobe Sound,swimming,F,10,N,Afternoon,"A. Currie, GSAF",0,swimming
04-Nov-2022,2022,Unprovoked,United States,California,"Del Mar Beach, San Diego County",swimming,F,50,N,10h00,"R.Collier, GSAF",0,swimming
03-Nov-2022,2022,Provoked,United States,Florida,"Cape San Blas, Gulf County",fishing,M,29,N,15h30,"Miami Herald, 11/4/2022",0,fishing
31-Oct-2022,2022,Unprovoked,United States,California,"Otter Point, Pacific Grove",surfing,M,28,N,17h17,"R. Collier, GSAF",0,surfing
28-Oct-2022,2022,Sea Disaster,United States,Louisiana,25 Mikes From Empire,fishing,M,40,N,Morning,"A. Currie, GSAF",0,fishing
28-Oct-2022,2022,Unprovoked,Bahamas,nan,Cat Island,diving,M,28,N,,"Bahamas Press, 10/29/2022",0,Other
27-Oct-2022,2022,Provoked,United States,Mississippi,Horn Island,fishing,M,28,N,,"WXXV, 10/27/2022",0,fishing
25 Oct-2022,2022,Unprovoked,United States,Hawaii,Kauai,snorkeling,M,51,N,Afternoon,"Independent Record, 10/27.2022",0,snorkeling
23-Oct-2022,2022,Unprovoked,Australia,South Australia,Seacliff,surf skiing,M,19,N,11h15,"S. de Marchi & B. Myatt,, GSAF",0,surfing
10-Oct-2022,2022,Provoked,United States,Florida,"Key Largo, Monroe County",fishing,M,15,N,,"NBC Miami, 10/10/2022",0,fishing
08-Oct-2022,2022,Unprovoked,United States,Louisiana,25 Miles Off Empire,shipwreck,M,40,N,,"People Magazine, 10/14/2022",0,Other
07-Oct-2022,2022,Unprovoked,Australia,Western  Australia,Port Hedland,spearfishing,M,38,N,11h30,"ABC,net, 10/07/2022",0,fishing
06-Oct-2022,2022,Unprovoked,Australia,Victoria,"Nun'S Beach, Portland",surfing,M,17,N,19h00,"The Standard, 10/08/2022",0,surfing
02-Oct-2022,2022,Unprovoked,United States,California,Centerville Beach,surfing,M,31,N,15h30,"Outsider, 10/3/2022",0,surfing
25-Sep-2022,2022,Unprovoked,South Africa,Western Cape Province,"Central Beach, Plettenberg Bay",swimming,F,39,Y,07h53,"Mirror, 9/25/2022",1,swimming
22-Sep-2022,2022,Unprovoked,United States,Florida,"Marathon, Monroe County",spearfishing,M,26,N,,"Go Fund Me, 10/2022",0,fishing
06-Sep-2022,2022,Unprovoked,Bahamas,nan,Green Cay,snorkeling,F,58,Y,14h00,"B. Myatt, GSAF",1,snorkeling
03-Sep-2022,2022,Unprovoked,United States,Hawaii,"Lower Paia Beach Park, Maui",swimming  or snorkeling,F,51,N,16h10,"Star Advertiser, 9/3/2022",0,snorkeling
31-Aug-2022,2022,Unprovoked,Australia,New South Wales,Avoca,surfing,M,14,N,07h00,"Surfline, 9/2/2022",0,surfing
17-Aug-2022,2022,Unprovoked,Australia,New South Wales,Coffs Harbour,kayaking,M,28,N,,A Currie. GSAF,0,kayaking
15-Aug-2022,2022,Unprovoked,United States,South Carolina,"Myrtle Beach, Horry County",swimming,F,28,N,11h17,"C. Creswell, GSAF",0,swimming
15-Aug-2022,2022,Unprovoked,United States,South Carolina,"Myrtle Beach, Horry County",standing,F,28,N,12h00,"C. Creswell, GSAF",0,floating/standing
15-Aug-2022,2022,Unprovoked,Australia,Westerm Australia,Goode Beach,spearfishing,M,17,N,,"S. De March, GSAF",0,fishing
13-Aug-2022,2022,Unprovoked,United States,Florida,"Looe Key, Monroe County",snorkeling,M,10,N,16h00,"Orlando Sentinel, 8/15/2022",0,snorkeling
10-Aug-2022,2022,Unprovoked,United States,California,"Lovers Point, Pacific Grove, Monterey County",paddleboarding,M,28,N,11h30,"A .Currie, GSAF",0,boarding
28-Jul-2022,2022,Unprovoked,United Kingdom,Cornwall,Penzance,snorkeling,F,28,N,12h30,,0,snorkeling
27-Jul-2022,2022,Unprovoked,United States,Florida,"Florida Keys, Monroe County",lobstering,M,13,N,,"Click Orlando, 7/28/2022",0,Other
25-Jul-2022,2022,Unprovoked,United States,Florida,"Daytona Beach, Volusia County",wading,M,33,N,15h00,"Wesh.com, 7/25/2022",0,Other
20-Jul-2022,2022,Unprovoked,United States,New York,"Kismet Beach, Long Island",surfing,M,16,N,17h45,"NY Post, 7/21/2022",0,surfing
19-Jul-2022,2022,Questionable,United States,Florida,"Cape Canaveral, Brevard County",,,28,N,10jh45,"WESH, 7/20/2022",0,Unknown
19-Jul-2022,2022,Unprovoked,United States,Noirth Carolina,"Topsail Beach, Pender County",surfing,F,28,N,Early  morning,C. Creswell. GSAF,0,surfing
17-Jul-2022,2022,Provoked,United States,Florida,"Content Keys, Monroe County",fishing,M,28,N,17h30,"EMS1, 7/18/2022",0,fishing
16-Jul-2022,2022,Unprovoked,United States,Florida,"Daytona Beach Shores, Volusia County",,F,40,N,13h12,"WESH, 717,2022",0,Unknown
13-Jul-2022,2022,Unprovoked,United States,New York,"Seaview Beach, Suffolk County",,M,49,N,18h00,"ABC News, 7/13/2022",0,Unknown
13-Jul-2022,2022,Unprovoked,United States,New York,"Smith Point Beach, Suffolk County",surfing,M,41,N,07h30,"M. Michaeson, GSAF",0,surfing
10-Jul-2022,2022,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,28,N,,7/10/2022 Daytona Beach News-Journal,0,surfing
07-Jul-2022,2022,Unprovoked,United States,New York,"Ocean Beach, Long Island",lifeguard training exercise,M,17,N,11hoo,"ABC7, 7/9/2022",0,Other
04-Jul-2022,2022,Unprovoked,Japan,Okinawa,Nago,snorkeling,M,60,Y,,"S. De Marchi, GSAF",1,snorkeling
03-Jul-2022,2022,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,28,N,11h43,"Daytona Beach News Journal, 7/3/2022",0,surfing
03-Jul-2022,2022,Unprovoked,United States,New York,"Smith Point Beach, Suffolk County",lifeguard exercises,M,28,N,10h15,"ABC7,7/3/2022",0,Other
01-Jul-2022,2022,Unprovoked,Indonesia,Bali,Balian Beach,surfing,F,28,N,,"Amarjakaryn, 8/3/2022",0,surfing
01-Jul-2022,2022,Unprovoked,Egypt,"Hurghada, Red Sea Governorate",Sahl Hasheesh,snorkeling,F,28,Y,,"M. Michaeilson, GSAF",1,snorkeling
01-Jul-2022,2022,Unprovoked,Egypt,"Hurghada, Red Sea Governorate",Sahl Hasheesh,swimming,F,68,Y,,"M. Michaeilson, GSAF",1,swimming
30-Jun-2022,2022,Unprovoked,United States,New York,"Jones Beach, Nassau County",swimming,M,28,N,13h00,"New York Post,, 7/2/2022",0,swimming
30-Jun-2022,2022,Unprovoked,United States,Florida,"Keaton Beach,",scalloping,F,17,N,15h00,"A. Currie, GSAF",0,Other
29-Jun-2022,2022,Unprovoked,United States,Florida,"Sawyer Key , Monroe County",swimming,F,35,N,20h00,Miami Herald/ 7/12022,0,swimming
29-Jun-2022,2022,Unprovoked,United States,Florida,"Summerland Key, Monroe County",jumped into water,M,28,N,Afternoon,"CBS Miami, 7/1/2022",0,Other
28-Jun-2022,2022,Unprovoked,South Africa,Western Cape Province,"Sanctuary Beach, Plettenberg Bay",swimming,M,28,Y,14h09,"M. Michaelson, GSAF",1,swimming
23-Jun-2022,2022,Unprovoked,United States,Florida,"Redington Beach, Pinellas County",,F,28,N,,"A. Currie & R. Babington, GSAF",0,Unknown
22-Jun-2022,2022,Unprovoked,United States,California,"Pacific Grove, Monterey County",swimming,M,62,N,10h40,"M. Michaelson, and R. Collier,  GSAF",0,swimming
21-Jun-2022,2022,Unprovoked,United States,South Carolina,"Myrtle Beach, Horry County",,M,28,N,,"C. Creswll, GSAF",0,Unknown
01-Jun-2022,2022,Unprovoked,Australia,Western Australia,Oyster Stacks Near Exmouth12H15,swimming,F,28,N,12h15,"Perth Now, 6//2/2022",0,swimming
27-May-2022,2022,Unprovoked,Australia,Western Australia,Yallingup,surfing,,28,N,,"Perth Now, 5/27/2022",0,surfing
20-May-2022,2022,Unprovoked,Australia,Western Australia,"Royal Perth Yacht Club, Swan River",diving,M,20,N,,9News. 5/30/2022,0,Other
19-May-2022,2022,Provoked,Belize,Ambergris Cay,Off San Pedro,spearfishing,M,28,N,,"San Pedro Sun, 5/20/",0,fishing
10-May-2022,2022,Unprovoked,Maldives,nan,"Maafilaafushi Island, Lhaviyani Atoll",fishing,M,62,N,,"Maldives National Defence Force, 5/10/2022",0,fishing
07-May-2022,2022,Unprovoked,French Polynesia,Bora Bora,To'Opua,,,28,N,,"Franceinfo, 5/10/202232/2021",0,Unknown
03-May-2022,2022,Provoked,United States,Georgia,"Île De Saint Simon, Glynn County",fishing,M,28,N,19h12,"J. Marchand, GSAF",0,fishing
01-May-2022,2022,Unprovoked,Thailand,Phuket,Kamala Beach,playing in the water,M,8,N,Afternoon,"Bangkok Post, 5/01/2022",0,Other
30-Apr-2022,2022,Unprovoked,French Polynesia,Tahiti,"Pointe Des Pêcheurs, Punaahuia",,M,22,N,Morning,"J. Marchand, GSAF",0,Unknown
17-Apr-2022,2022,Unprovoked,United States,Florida,"Whale Harbor, Islamorada, Monroe County",,M,56,N,16h00,"Miami Herald, 4/18/2022",0,Unknown
12-Apr-2022,2022,Unprovoked,United States,Alabama,"Gulf Shores, Baldwin County",swimming,M,17,N,Afternoon,"Local12, 4/15/2022",0,swimming
11-Apr-2022,2022,Unprovoked,United States,Florida,"Higkand Beach, Palm Beach County",standing,M,28,N,16h00,"Miami Herald, 4/11/2022",0,floating/standing
09-Apr-2022,2022,Provoked,United States,New Jersey,Tutle Back Zoo,feeding sharks & stingrays,F,12,N,Afternoon,"Rsl Media, 4/11/2022",0,Other
07-Apr-2022,2022,Unprovoked,United States,Florida,Canaveral National Seashore,kayaking,M,28,N,10h00,"R. Babington, GSAF & K. McMurray, TrackingSharks.com",0,kayaking
01-Apr-2022,2022,,South Africa,Kzn,Lalucia,,M,28,Y,,"Daily Star, 4/4/2022",1,Unknown
31-Mar-2022,2022,Provoked,United States,Florida,"Lake Worth Beach, Palm Beach County",fishing,M,28,N,Morning,"K. McMurray, TrackingSharks.com",0,fishing
18-Mar-2022,2022,Unprovoked,Colombia,Isla De San Andres,La Piscinita,swimming,M,56,Y,,"R. Babington & S. Fe Marchi, GSAF &;  K McMurray",1,swimming
15-Mar-2022,2022,Unprovoked,New Zealand,South Island,Cobden,surfing,M,28,N,,"Otago Daily Times, 3/18/20229/2022",0,surfing
15-Mar-2022,2022,Unprovoked,Australia,New South Wales,Crowdy Baay,surfing,M,32,N,15h20,"S. De Marchi, GSAF",0,surfing
15-Mar-2022,2022,Unprovoked,Australia,New South Wales,Crowdy Baay,swimming,M,28,N,16h40,"S. De Marchi, GSAF",0,swimming
13-Mar-2022,2022,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",surfing,M,20,N,15h00,"R. Babington, GSAF",0,surfing
09-Mar-2022,2022,Provoked,United States,Florida,"New Smyrna Beach, Volusia County",fishing,M,21,N,15h30,"ClickOrlando, 3/11/20212",0,fishing
08-Mar-2022,2022,Unprovoked,Australia,New South Wales,Maroubra,surfing,M,28,N,07h50,"UPI, 3/8/2022",0,surfing
26-Feb-2022,2022,Unprovoked,United States,California,"San Miguel Islandl, Santa Barbara County",boogie boarding,M,42,Y,11h24,"R. Collier, GSAF",1,boarding
21-Feb-2022,2022,?,Bahamas,Grand  Bahama Island,Tiger Beach,diving,M,51,N,12h50,"M. Michaelson, GSAF",0,Other
17-Feb-2022,2022,Unprovoked,Australia,Queensland,Redcliffe,fihing,M,28,N,,"j. Marchand, GSAF",0,Other
16-Feb-2022,2022,Unprovoked,Australia,New South Wales,"Buchan Point, Sydney",swimming,M,36,Y,16h30,"7News,2/16/2022",1,swimming
12-Feb-2022,2022,Unprovoked,Mexico,Sonora,Yavaros,surface supplied  diving,M,56,Y,10h00,"K. McMurray, TrackingSharks.com",1,surfing
11-Feb-2022,2022,Unprovoked,United States,Florida,"Cocoa Beach, Brevard  County",surfing,M,18,N,17h30,"Fox 35 Orlando, 2/11/2022",0,surfing
05-Feb-2022,2022,Unprovoked,Australia,Western Australia,"Beds, Wylie Bay, Esperance",floating in inflatable pool ring,F,20,N,11h15,"K. McMurray, TrackingSharks.com",0,floating/standing
24-Jan-2022,2022,Unprovoked,Australia,New South Wales,Warriewood,swimming,M,28,N,,"K. McMurray, TrackingSharks.com",0,swimming
22-Jan-2022,2022,Unprovoked,Australia,Western Australia,Whalers Beach,snorkeling,M,28,N,,"K. McMurray, TrackingSharks.com",0,snorkeling
09-Jan-2022,2022,Provoked,South Africa,Kwazulu-Natal,"Off Beachbums, Tongaat",fishing for sharks,M,28,N,07h31,"National Sea Rescue Institute, 1/9/2022",0,fishing
09-Jan-2022,2022,Unprovoked,New Zealand,South Island,"Friendly Bay, Oamaru",swimming,F,13,N,16h30,"Otago Daily Times, 1/9/2022",0,swimming
06-Jan-2022,2022,Unprovoked,United States,Florida,"Anna Maria Island, Manatee County",wing foil surfing,F,42,N,14h45,ABC.net,0,surfing
04-Jan-2022,2022,Unprovoked,Australia,New South Wales,"Hyams Beach, Jervis Bay",,F,42,N,06h30,"A. Currie, GSAF",0,Unknown
01-Jan-2022,2022,Unprovoked,Australia,Western Australia,North Lancelin,surfing,M,28,N,,"Perth Now, 1/1/2022",0,surfing
25-Dec-2021,2021,Unprovoked,New Zealand,South Island,Pororari River,swimming,F,9,N,,"New Zealand Herald, 12/31/2021",0,swimming
24-Dec-2021,2021,Unprovoked,United States,Los Angeles,Morro Strand San Luis Obispo,boogie boarding,M,31,Y,1040hrs,Ralph Collier GSAF,1,boarding
22-Dec-2021,2021,Unprovoked,United States,Florida,"Anna Maria Island, Manatee County",wing foil surfing,F,42,N,,ABC.net,0,surfing
11-Dec-2021`,2021,Unprovoked,Australia,Queensland,Yarrabah,spearfishing,M,24,N,10h30,A. Currie & B. Myatt.GSAF,0,fishing
Reported 06-Dec-2021,2021,Unprovoked,Mexico,Quintana Roo,Mahahual,diving,M,14,N,,"Riviera Maya Times, 12/6/2021",0,Other
06-Dec-2021,2021,Unprovoked,Australia,Victoria,Ocean Grove Beach,swimmingq,F,15,N,19h20,"B. Myatt, GSAF and K. McMurray, TrackingSharks.com",0,swimming
06-Dec-2021,2021,Unprovoked,Australia,Victoria,Ocean Grove  Beach,swimming,M,15,N,19h20,"B. Myatt, GSAF and K. McMurray, TrackingSharks.com",0,swimming
04-Dec-2021,2021,Unprovoked,United States,Hawaii,"Banyans, Kailua-Kona",surfing,M,28,N,,"K. McMurray, TrackingSharks.com",0,surfing
07-Nov-2021,2021,Unprovoked,United States,Hawaii,"Lahaina, Maui",spearfishing,F,27,N,10h30,"K. McMurray, TrackingSharks.com",0,fishing
06-Nov-2021,2021,Unprovoked,Australia,Western Australia,"Port Beach, North Freemantle",swimming,M,57,Y,10h00,"S. De Marchi and B. Myatt,  GSAF",1,swimming
03-Nov-2021,2021,Unprovoked,Brazil,São Paulo.,Ubatuba Beach,swimming,M,28,N,,"O. Gadig and K.McMuray, TrackingLSharks.ocm",0,swimming
02-Nov-2021,2021,Unprovoked,New Zealand,North Island,Taranaki,surfing,M,26,N,,"K. McMurray, TrackingSharks.com",0,surfing
15-Oct-2021,2021,Unprovoked,Australia,Queensland,"Hook Island, Whitsundays",swimming,M,34,N,Dusk,"S. De Marchi & B. Myatt, GSAF, and  K. McMurray, TrackingSharks.com",0,swimming
04-Oct-2021,2021,Unprovoked,United States,Florida,"Fort Pierce State Park, St. Lucie County",surfing,M,25,N,,"K. McMurray, TrackingSharks.com",0,surfing
03-Oct-2021,2021,Unprovoked,United States,Florida,"Jensen Beach, Martin County",swimming,M,28,N,12h00,"CBS12, 10/3/2021",0,swimming
03-Oct-2021,2021,Unprovoked,United States,California,"Salmon Creek Beach, Sonoma County",surfing,M,38,N,09h00,"R. Collier, GSAF & K. ",0,surfing
09-Sep-2021,2021,Unprovoked,United States,Florida,"Ponce Inlet, Volusia County",surfing,M,28,N,13h20,"Daytona Beach News-Journal, 9/14/2021",0,surfing
05-Sep-2021,2021,Unprovoked,Australia,New South Wales,Emerald Beach,surfing,M,31,Y,10h30,"B. Myatt, GSAF",1,surfing
03-Sep-2021,2021,Unprovoked,Other/Region,Turks And Caicos,nan,,M,28,N,,Anonymous,0,Unknown
03-Sep-2021,2021,Unprovoked,United States,Louisiana,Off Grand Isle,"fishing, fell in water",M,64,N,14h00,"S. Wagemann, GSAF",0,fishing
28-Aug-2021,2021,Unprovoked,United States,Texas,"Galveston Island, Galveston County",boogie boarding,M,28,N,11h45,"T. Craig, GSAF  & K. McMurray, TrackingShark.com",0,boarding
21-Aug-2021,2021,Unprovoked,United States,Florida,"Walton Beach Psrk, St. Lucie County",surfing,M,41,N,06h40,,0,surfing
13-Aug-2021,2021,Unprovoked,Canada,Nova Scotia,Cape Breton Island,swimming,F,21,N,`17h00,"J. Marchand, GSAF",0,swimming
